country,year,child_mortality,life_expectancy,fertility,population,gdp,continent
Ireland,2009,4.3,80.3,2,4558603,124000000000,Europe
Ireland,2010,4.2,81,2,4617334,123000000000,Europe
Ireland,2011,4.1,80.6,2,4652714,123000000000,Europe
Ireland,2012,4,81.1,2,4667868,NA,Europe
Ireland,2013,3.8,81.5,2,4671263,NA,Europe
Ireland,2014,3.7,81.6,2,4675164,NA,Europe
Ireland,2015,3.6,81.7,1.99,4688465,NA,Europe
Isle of Man,1800,NA,NA,NA,23533,NA,Europe
Isle of Man,1801,NA,NA,NA,NA,NA,Europe
Isle of Man,1802,NA,NA,NA,NA,NA,Europe
Isle of Man,1803,NA,NA,NA,NA,NA,Europe
Isle of Man,1804,NA,NA,NA,NA,NA,Europe
Isle of Man,1805,NA,NA,NA,NA,NA,Europe
Isle of Man,1806,NA,NA,NA,NA,NA,Europe
Isle of Man,1807,NA,NA,NA,NA,NA,Europe
Isle of Man,1808,NA,NA,NA,NA,NA,Europe
Isle of Man,1809,NA,NA,NA,NA,NA,Europe
Isle of Man,1810,NA,NA,NA,23533,NA,Europe
Isle of Man,1811,NA,NA,NA,NA,NA,Europe
Isle of Man,1812,NA,NA,NA,NA,NA,Europe
Isle of Man,1813,NA,NA,NA,NA,NA,Europe
Isle of Man,1814,NA,NA,NA,NA,NA,Europe
Isle of Man,1815,NA,NA,NA,NA,NA,Europe
Isle of Man,1816,NA,NA,NA,NA,NA,Europe
Isle of Man,1817,NA,NA,NA,NA,NA,Europe
Isle of Man,1818,NA,NA,NA,NA,NA,Europe
Isle of Man,1819,NA,NA,NA,NA,NA,Europe
Isle of Man,1820,NA,NA,NA,23947,NA,Europe
Isle of Man,1821,NA,NA,NA,NA,NA,Europe
Isle of Man,1822,NA,NA,NA,NA,NA,Europe
Isle of Man,1823,NA,NA,NA,NA,NA,Europe
Isle of Man,1824,NA,NA,NA,NA,NA,Europe
Isle of Man,1825,NA,NA,NA,NA,NA,Europe
Isle of Man,1826,NA,NA,NA,NA,NA,Europe
Isle of Man,1827,NA,NA,NA,NA,NA,Europe
Isle of Man,1828,NA,NA,NA,NA,NA,Europe
Isle of Man,1829,NA,NA,NA,NA,NA,Europe
Isle of Man,1830,NA,NA,NA,25150,NA,Europe
Isle of Man,1831,NA,NA,NA,NA,NA,Europe
Isle of Man,1832,NA,NA,NA,NA,NA,Europe
Isle of Man,1833,NA,NA,NA,NA,NA,Europe
Isle of Man,1834,NA,NA,NA,NA,NA,Europe
Isle of Man,1835,NA,NA,NA,NA,NA,Europe
Isle of Man,1836,NA,NA,NA,NA,NA,Europe
Isle of Man,1837,NA,NA,NA,NA,NA,Europe
Isle of Man,1838,NA,NA,NA,NA,NA,Europe
Isle of Man,1839,NA,NA,NA,NA,NA,Europe
Isle of Man,1840,NA,NA,NA,26856,NA,Europe
Isle of Man,1841,NA,NA,NA,NA,NA,Europe
Isle of Man,1842,NA,NA,NA,NA,NA,Europe
Isle of Man,1843,NA,NA,NA,NA,NA,Europe
Isle of Man,1844,NA,NA,NA,NA,NA,Europe
Isle of Man,1845,NA,NA,NA,NA,NA,Europe
Isle of Man,1846,NA,NA,NA,NA,NA,Europe
Isle of Man,1847,NA,NA,NA,NA,NA,Europe
Isle of Man,1848,NA,NA,NA,NA,NA,Europe
Isle of Man,1849,NA,NA,NA,NA,NA,Europe
Isle of Man,1850,NA,NA,NA,28679,NA,Europe
Isle of Man,1851,NA,NA,NA,NA,NA,Europe
Isle of Man,1852,NA,NA,NA,NA,NA,Europe
Isle of Man,1853,NA,NA,NA,NA,NA,Europe
Isle of Man,1854,NA,NA,NA,NA,NA,Europe
Isle of Man,1855,NA,NA,NA,NA,NA,Europe
Isle of Man,1856,NA,NA,NA,NA,NA,Europe
Isle of Man,1857,NA,NA,NA,NA,NA,Europe
Isle of Man,1858,NA,NA,NA,NA,NA,Europe
Isle of Man,1859,NA,NA,NA,NA,NA,Europe
Isle of Man,1860,NA,NA,NA,30635,NA,Europe
Isle of Man,1861,NA,NA,NA,NA,NA,Europe
Isle of Man,1862,NA,NA,NA,NA,NA,Europe
Isle of Man,1863,NA,NA,NA,NA,NA,Europe
Isle of Man,1864,NA,NA,NA,NA,NA,Europe
Isle of Man,1865,NA,NA,NA,NA,NA,Europe
Isle of Man,1866,NA,NA,NA,NA,NA,Europe
Isle of Man,1867,NA,NA,NA,NA,NA,Europe
Isle of Man,1868,NA,NA,NA,NA,NA,Europe
Isle of Man,1869,NA,NA,NA,NA,NA,Europe
Isle of Man,1870,NA,NA,NA,32724,NA,Europe
Isle of Man,1871,NA,NA,NA,NA,NA,Europe
Isle of Man,1872,NA,NA,NA,NA,NA,Europe
Isle of Man,1873,NA,NA,NA,NA,NA,Europe
Isle of Man,1874,NA,NA,NA,NA,NA,Europe
Isle of Man,1875,NA,NA,NA,NA,NA,Europe
Isle of Man,1876,NA,NA,NA,NA,NA,Europe
Isle of Man,1877,NA,NA,NA,NA,NA,Europe
Isle of Man,1878,NA,NA,NA,NA,NA,Europe
Isle of Man,1879,NA,NA,NA,NA,NA,Europe
Isle of Man,1880,NA,NA,NA,34946,NA,Europe
Isle of Man,1881,NA,NA,NA,NA,NA,Europe
Isle of Man,1882,NA,NA,NA,NA,NA,Europe
Isle of Man,1883,NA,NA,NA,NA,NA,Europe
Isle of Man,1884,NA,NA,NA,NA,NA,Europe
Isle of Man,1885,NA,NA,NA,NA,NA,Europe
Isle of Man,1886,NA,NA,NA,NA,NA,Europe
Isle of Man,1887,NA,NA,NA,NA,NA,Europe
Isle of Man,1888,NA,NA,NA,NA,NA,Europe
Isle of Man,1889,NA,NA,NA,NA,NA,Europe
Isle of Man,1890,NA,NA,NA,37318,NA,Europe
Isle of Man,1891,NA,NA,NA,NA,NA,Europe
Isle of Man,1892,NA,NA,NA,NA,NA,Europe
Isle of Man,1893,NA,NA,NA,NA,NA,Europe
Isle of Man,1894,NA,NA,NA,NA,NA,Europe
Isle of Man,1895,NA,NA,NA,NA,NA,Europe
Isle of Man,1896,NA,NA,NA,NA,NA,Europe
Isle of Man,1897,NA,NA,NA,NA,NA,Europe
Isle of Man,1898,NA,NA,NA,NA,NA,Europe
Isle of Man,1899,NA,NA,NA,NA,NA,Europe
Isle of Man,1900,NA,NA,NA,39863,NA,Europe
Isle of Man,1901,NA,NA,NA,NA,NA,Europe
Isle of Man,1902,NA,NA,NA,NA,NA,Europe
Isle of Man,1903,NA,NA,NA,NA,NA,Europe
Isle of Man,1904,NA,NA,NA,NA,NA,Europe
Isle of Man,1905,NA,NA,NA,NA,NA,Europe
Isle of Man,1906,NA,NA,NA,NA,NA,Europe
Isle of Man,1907,NA,NA,NA,NA,NA,Europe
Isle of Man,1908,NA,NA,NA,NA,NA,Europe
Isle of Man,1909,NA,NA,NA,NA,NA,Europe
Isle of Man,1910,NA,NA,NA,42574,NA,Europe
Isle of Man,1911,NA,NA,NA,NA,NA,Europe
Isle of Man,1912,NA,NA,NA,NA,NA,Europe
Isle of Man,1913,NA,NA,NA,NA,NA,Europe
Isle of Man,1914,NA,NA,NA,NA,NA,Europe
Isle of Man,1915,NA,NA,NA,NA,NA,Europe
Isle of Man,1916,NA,NA,NA,NA,NA,Europe
Isle of Man,1917,NA,NA,NA,NA,NA,Europe
Isle of Man,1918,NA,NA,NA,NA,NA,Europe
Isle of Man,1919,NA,NA,NA,NA,NA,Europe
Isle of Man,1920,NA,NA,NA,45471,NA,Europe
Isle of Man,1921,NA,NA,NA,NA,NA,Europe
Isle of Man,1922,NA,NA,NA,NA,NA,Europe
Isle of Man,1923,NA,NA,NA,NA,NA,Europe
Isle of Man,1924,NA,NA,NA,NA,NA,Europe
Isle of Man,1925,NA,NA,NA,NA,NA,Europe
Isle of Man,1926,NA,NA,NA,NA,NA,Europe
Isle of Man,1927,NA,NA,NA,NA,NA,Europe
Isle of Man,1928,NA,NA,NA,NA,NA,Europe
Isle of Man,1929,NA,NA,NA,NA,NA,Europe
Isle of Man,1930,NA,NA,NA,48557,NA,Europe
Isle of Man,1931,NA,NA,NA,NA,NA,Europe
Isle of Man,1932,NA,NA,NA,NA,NA,Europe
Isle of Man,1933,NA,NA,NA,NA,NA,Europe
Isle of Man,1934,NA,NA,NA,NA,NA,Europe
Isle of Man,1935,NA,NA,NA,NA,NA,Europe
Isle of Man,1936,NA,NA,NA,NA,NA,Europe
Isle of Man,1937,NA,NA,NA,NA,NA,Europe
Isle of Man,1938,NA,NA,NA,NA,NA,Europe
Isle of Man,1939,NA,NA,NA,NA,NA,Europe
Isle of Man,1940,NA,NA,NA,51852,NA,Europe
Isle of Man,1941,NA,NA,NA,NA,NA,Europe
Isle of Man,1942,NA,NA,NA,NA,NA,Europe
Isle of Man,1943,NA,NA,NA,NA,NA,Europe
Isle of Man,1944,NA,NA,NA,NA,NA,Europe
Isle of Man,1945,NA,NA,NA,NA,NA,Europe
Isle of Man,1946,NA,NA,NA,NA,NA,Europe
Isle of Man,1947,NA,NA,NA,NA,NA,Europe
Isle of Man,1948,NA,NA,NA,NA,NA,Europe
Isle of Man,1949,NA,NA,NA,NA,NA,Europe
Isle of Man,1950,NA,NA,NA,55253,NA,Europe
Isle of Man,1951,NA,NA,NA,55264,NA,Europe
Isle of Man,1952,NA,NA,NA,54906,NA,Europe
Isle of Man,1953,NA,NA,NA,54258,NA,Europe
Isle of Man,1954,NA,NA,NA,53398,NA,Europe
Isle of Man,1955,NA,NA,NA,52409,NA,Europe
Isle of Man,1956,NA,NA,NA,51374,NA,Europe
Isle of Man,1957,NA,NA,NA,50379,NA,Europe
Isle of Man,1958,NA,NA,NA,49507,NA,Europe
Isle of Man,1959,NA,NA,NA,48839,NA,Europe
Isle of Man,1960,NA,NA,NA,48441,NA,Europe
Isle of Man,1961,NA,NA,NA,48353,NA,Europe
Isle of Man,1962,NA,NA,NA,48580,NA,Europe
Isle of Man,1963,NA,NA,NA,49089,NA,Europe
Isle of Man,1964,NA,NA,NA,49818,NA,Europe
Isle of Man,1965,NA,NA,NA,50713,NA,Europe
Isle of Man,1966,NA,NA,NA,51776,NA,Europe
Isle of Man,1967,NA,NA,NA,52995,NA,Europe
Isle of Man,1968,NA,NA,NA,54289,NA,Europe
Isle of Man,1969,NA,NA,NA,55554,NA,Europe
Isle of Man,1970,NA,NA,NA,56712,NA,Europe
Isle of Man,1971,NA,NA,NA,57711,NA,Europe
Isle of Man,1972,NA,NA,NA,58563,NA,Europe
Isle of Man,1973,NA,NA,NA,59326,NA,Europe
Isle of Man,1974,NA,NA,NA,60098,NA,Europe
Isle of Man,1975,NA,NA,NA,60941,NA,Europe
Isle of Man,1976,NA,NA,NA,61900,NA,Europe
Isle of Man,1977,NA,NA,NA,62934,NA,Europe
Isle of Man,1978,NA,NA,NA,63918,NA,Europe
Isle of Man,1979,NA,NA,NA,64680,NA,Europe
Isle of Man,1980,NA,NA,NA,65108,NA,Europe
Isle of Man,1981,NA,NA,NA,65128,NA,Europe
Isle of Man,1982,NA,NA,NA,64817,NA,Europe
Isle of Man,1983,NA,NA,NA,64404,NA,Europe
Isle of Man,1984,NA,NA,NA,64207,527610625.2,Europe
Isle of Man,1985,NA,NA,NA,64446,529820907.8,Europe
Isle of Man,1986,NA,NA,NA,65225,631046044.5,Europe
Isle of Man,1987,NA,NA,NA,66449,693496549.1,Europe
Isle of Man,1988,NA,NA,NA,67902,775532728.4,Europe
Isle of Man,1989,NA,NA,NA,69265,828619596.8,Europe
Isle of Man,1990,NA,NA,NA,70312,863313707.2,Europe
Isle of Man,1991,NA,NA,NA,70963,877169787.6,Europe
Isle of Man,1992,NA,NA,NA,71306,884075711.2,Europe
Isle of Man,1993,NA,NA,NA,71486,906781215.7,Europe
Isle of Man,1994,NA,NA,NA,71726,943085694.6,Europe
Isle of Man,1995,NA,NA,NA,72181,983458254.5,Europe
Isle of Man,1996,NA,NA,NA,72899,1059341859,Europe
Isle of Man,1997,NA,NA,NA,73817,1150249579,Europe
Isle of Man,1998,NA,NA,NA,74853,1305639770,Europe
Isle of Man,1999,NA,NA,NA,75879,1484423847,Europe
Isle of Man,2000,NA,NA,NA,76806,1563667800,Europe
Isle of Man,2001,NA,NA,NA,77608,1647733181,Europe
Isle of Man,2002,NA,NA,NA,78318,1744438228,Europe
Isle of Man,2003,NA,NA,NA,78975,1854822422,Europe
Isle of Man,2004,NA,NA,NA,79636,1951273188,Europe
Isle of Man,2005,NA,NA,NA,80345,2066398306,Europe
Isle of Man,2006,NA,NA,NA,81110,2225510975,Europe
Isle of Man,2007,NA,NA,NA,81914,2392424299,Europe
Isle of Man,2008,NA,NA,NA,82737,NA,Europe
Isle of Man,2009,NA,NA,NA,83548,NA,Europe
Isle of Man,2010,NA,NA,NA,84327,NA,Europe
Isle of Man,2011,NA,NA,NA,85069,NA,Europe
Isle of Man,2012,NA,NA,NA,85779,NA,Europe
Isle of Man,2013,NA,NA,NA,86462,NA,Europe
Isle of Man,2014,NA,NA,NA,87127,NA,Europe
Isle of Man,2015,NA,NA,NA,87780,NA,Europe
Israel,1800,448,32,6,209954,NA,Asia
Israel,1801,447.99,32,5.99,NA,NA,Asia
Israel,1802,447.98,32,5.97,NA,NA,Asia
Israel,1803,447.97,32,5.96,NA,NA,Asia
Israel,1804,447.96,32,5.95,NA,NA,Asia
Israel,1805,447.95,32,5.94,NA,NA,Asia
Israel,1806,447.94,32,5.92,NA,NA,Asia
Israel,1807,447.93,32,5.91,NA,NA,Asia
Israel,1808,447.92,32,5.9,NA,NA,Asia
Israel,1809,447.91,32,5.88,NA,NA,Asia
Israel,1810,447.9,32,5.87,209954,NA,Asia
Israel,1811,447.89,32,5.86,NA,NA,Asia
Israel,1812,447.88,32,5.84,NA,NA,Asia
Israel,1813,447.87,32,5.83,NA,NA,Asia
Israel,1814,447.86,32,5.82,NA,NA,Asia
Israel,1815,447.85,32,5.81,NA,NA,Asia
Israel,1816,447.84,32,5.79,NA,NA,Asia
Israel,1817,447.83,32,5.78,NA,NA,Asia
Israel,1818,447.83,32,5.77,NA,NA,Asia
Israel,1819,447.82,32,5.75,NA,NA,Asia
Israel,1820,447.81,32,5.74,209954,NA,Asia
Israel,1821,447.8,32,5.73,NA,NA,Asia
Israel,1822,447.79,32,5.72,NA,NA,Asia
Israel,1823,447.78,32,5.7,NA,NA,Asia
Israel,1824,447.77,32,5.69,NA,NA,Asia
Israel,1825,447.76,32,5.68,NA,NA,Asia
Israel,1826,447.75,32,5.66,NA,NA,Asia
Israel,1827,447.74,32,5.65,NA,NA,Asia
Israel,1828,447.73,32,5.64,NA,NA,Asia
Israel,1829,447.72,32,5.62,NA,NA,Asia
Israel,1830,447.71,32,5.61,209954,NA,Asia
Israel,1831,447.7,32,5.6,NA,NA,Asia
Israel,1832,447.69,32,5.59,NA,NA,Asia
Israel,1833,447.68,32,5.57,NA,NA,Asia
Israel,1834,447.67,32,5.56,NA,NA,Asia
Israel,1835,447.66,32,5.55,NA,NA,Asia
Israel,1836,447.65,32,5.53,NA,NA,Asia
Israel,1837,447.64,32,5.52,NA,NA,Asia
Israel,1838,447.63,32,5.51,NA,NA,Asia
Israel,1839,447.62,32,5.5,NA,NA,Asia
Israel,1840,447.61,32,5.48,209954,NA,Asia
Israel,1841,447.6,32,5.47,NA,NA,Asia
Israel,1842,447.59,32,5.46,NA,NA,Asia
Israel,1843,447.58,32,5.44,NA,NA,Asia
Israel,1844,447.57,32,5.43,NA,NA,Asia
Israel,1845,447.56,32,5.42,NA,NA,Asia
Israel,1846,447.55,32,5.4,NA,NA,Asia
Israel,1847,447.54,32,5.39,NA,NA,Asia
Israel,1848,447.53,32,5.38,NA,NA,Asia
Israel,1849,447.52,32,5.37,NA,NA,Asia
Israel,1850,447.51,32,5.35,214587,NA,Asia
Israel,1851,447.51,32,5.34,NA,NA,Asia
Israel,1852,447.5,32,5.33,NA,NA,Asia
Israel,1853,447.49,32,5.31,NA,NA,Asia
Israel,1854,447.48,32,5.3,NA,NA,Asia
Israel,1855,447.47,32,5.29,NA,NA,Asia
Israel,1856,447.46,32,5.28,NA,NA,Asia
Israel,1857,447.45,32,5.26,NA,NA,Asia
Israel,1858,447.44,32,5.25,NA,NA,Asia
Israel,1859,447.43,32,5.24,NA,NA,Asia
Israel,1860,447.42,32,5.22,229141,NA,Asia
Israel,1861,447.41,32,5.21,NA,NA,Asia
Israel,1862,447.4,32,5.2,NA,NA,Asia
Israel,1863,447.39,32,5.18,NA,NA,Asia
Israel,1864,447.38,32,5.17,NA,NA,Asia
Israel,1865,447.37,32,5.16,NA,NA,Asia
Israel,1866,447.36,32,5.15,NA,NA,Asia
Israel,1867,447.35,32,5.13,NA,NA,Asia
Israel,1868,447.34,32,5.12,NA,NA,Asia
Israel,1869,447.33,32,5.11,NA,NA,Asia
Israel,1870,447.32,32,5.09,252622,NA,Asia
Israel,1871,447.31,32,5.08,NA,NA,Asia
Israel,1872,447.3,32,5.07,NA,NA,Asia
Israel,1873,447.29,32,5.05,NA,NA,Asia
Israel,1874,447.28,32,5.04,NA,NA,Asia
Israel,1875,447.27,32,5.03,NA,NA,Asia
Israel,1876,447.26,32,5.02,NA,NA,Asia
Israel,1877,447.25,32,5,NA,NA,Asia
Israel,1878,447.24,32,4.99,NA,NA,Asia
Israel,1879,447.23,32,4.98,NA,NA,Asia
Israel,1880,447.22,32,4.96,281441,NA,Asia
Israel,1881,447.21,32,4.95,NA,NA,Asia
Israel,1882,447.2,32,4.94,NA,NA,Asia
Israel,1883,447.19,32,4.93,NA,NA,Asia
Israel,1884,447.19,32,4.91,NA,NA,Asia
Israel,1885,447.18,32,4.9,NA,NA,Asia
Israel,1886,447.17,32,4.89,NA,NA,Asia
Israel,1887,447.16,32,4.87,NA,NA,Asia
Israel,1888,447.15,32,4.86,NA,NA,Asia
Israel,1889,447.14,32,4.85,NA,NA,Asia
Israel,1890,447.13,32,4.83,316448,NA,Asia
Israel,1891,447.12,32,4.82,NA,NA,Asia
Israel,1892,447.11,32,4.81,NA,NA,Asia
Israel,1893,447.1,32,4.8,NA,NA,Asia
Israel,1894,447.09,32,4.78,NA,NA,Asia
Israel,1895,447.08,32,4.77,NA,NA,Asia
Israel,1896,447.07,32,4.76,NA,NA,Asia
Israel,1897,447.06,32,4.74,NA,NA,Asia
Israel,1898,447.05,32,4.73,NA,NA,Asia
Israel,1899,447.04,32,4.72,NA,NA,Asia
Israel,1900,447.03,32,4.71,359084,NA,Asia
Israel,1901,433.85,32,4.69,NA,NA,Asia
Israel,1902,421.07,32,4.68,NA,NA,Asia
Israel,1903,408.66,32,4.67,NA,NA,Asia
Israel,1904,396.61,32,4.65,NA,NA,Asia
Israel,1905,384.92,32,4.64,NA,NA,Asia
Israel,1906,373.58,32,4.63,NA,NA,Asia
Israel,1907,362.57,32,4.61,NA,NA,Asia
Israel,1908,351.88,32,4.6,NA,NA,Asia
Israel,1909,341.51,32,4.59,NA,NA,Asia
Israel,1910,331.44,32,4.58,413270,NA,Asia
Israel,1911,321.67,32,4.56,NA,NA,Asia
Israel,1912,312.19,32,4.55,NA,NA,Asia
Israel,1913,302.99,32,4.54,NA,NA,Asia
Israel,1914,294.06,32,4.52,NA,NA,Asia
Israel,1915,285.39,32,4.51,NA,NA,Asia
Israel,1916,276.98,32,4.5,NA,NA,Asia
Israel,1917,268.82,32,4.49,NA,NA,Asia
Israel,1918,260.9,26.53,4.47,NA,NA,Asia
Israel,1919,253.21,32,4.46,NA,NA,Asia
Israel,1920,245.74,32,4.45,430747,NA,Asia
Israel,1921,238.5,32,4.43,NA,NA,Asia
Israel,1922,231.47,32,4.42,NA,NA,Asia
Israel,1923,197.85,32,4.41,NA,NA,Asia
Israel,1924,160.37,32,4.39,NA,NA,Asia
Israel,1925,209.1,32,4.38,NA,NA,Asia
Israel,1926,164.08,32,4.39,NA,NA,Asia
Israel,1927,177.18,32,4.4,NA,NA,Asia
Israel,1928,141.98,32,4.41,NA,NA,Asia
Israel,1929,131.19,32,4.41,NA,NA,Asia
Israel,1930,95.24,32,4.42,564900,NA,Asia
Israel,1931,117.16,32,4.36,NA,NA,Asia
Israel,1932,124.13,32,4.3,NA,NA,Asia
Israel,1933,115.43,32,4.25,NA,NA,Asia
Israel,1934,110.29,32,4.19,NA,NA,Asia
Israel,1935,87.2,32,4.13,NA,NA,Asia
Israel,1936,95.26,34.14,3.93,NA,NA,Asia
Israel,1937,76.59,36.29,3.74,NA,NA,Asia
Israel,1938,79.71,38.43,3.54,NA,NA,Asia
Israel,1939,71.93,40.58,3.34,NA,NA,Asia
Israel,1940,79.72,42.72,3.15,877043,NA,Asia
Israel,1941,75.06,44.86,3.32,NA,NA,Asia
Israel,1942,78.17,46.99,3.49,NA,NA,Asia
Israel,1943,56.91,49.14,3.66,NA,NA,Asia
Israel,1944,45.53,51.27,3.84,NA,NA,Asia
Israel,1945,45.53,53.41,4.01,NA,NA,Asia
Israel,1946,40.1,55.54,4.11,NA,NA,Asia
Israel,1947,37.36,57.69,4.21,NA,NA,Asia
Israel,1948,45.54,59.82,4.32,NA,NA,Asia
Israel,1949,68.92,61.96,4.42,NA,NA,Asia
Israel,1950,61.37,64.09,4.52,1257971,NA,Asia
Israel,1951,52.61,64.42,4.45,1354097,NA,Asia
Israel,1952,55.51,65.04,4.32,1451493,NA,Asia
Israel,1953,51.17,65.62,4.21,1546239,NA,Asia
Israel,1954,49.76,66.15,4.11,1635786,NA,Asia
Israel,1955,46.95,66.65,4.03,1718955,NA,Asia
Israel,1956,51.19,67.1,3.96,1796009,NA,Asia
Israel,1957,49.77,67.51,3.92,1868581,NA,Asia
Israel,1958,44.2,67.89,3.88,1939449,NA,Asia
Israel,1959,40.15,68.24,3.86,2012158,NA,Asia
Israel,1960,40.15,68.55,3.84,2089891,12313161088,Asia
Israel,1961,38.92,68.85,3.84,2174271,13692713599,Asia
Israel,1962,37.73,69.13,3.83,2264304,15083361632,Asia
Israel,1963,36.58,69.41,3.82,2355929,16696634703,Asia
Israel,1964,35.46,69.68,3.82,2443297,18021878652,Asia
Israel,1965,34.37,69.93,3.81,2522530,19660782112,Asia
Israel,1966,33.32,70.17,3.8,2591594,19645123302,Asia
Israel,1967,32.3,70.39,3.8,2652697,20233498694,Asia
Israel,1968,31.32,70.6,3.81,2711303,23519814853,Asia
Israel,1969,30.36,70.78,3.81,2775162,26710443176,Asia
Israel,1970,29.43,70.96,3.82,2849623,28662263303,Asia
Israel,1971,29.32,71.13,3.81,2936668,31879397099,Asia
Israel,1972,29.21,71.33,3.8,3033919,36234390201,Asia
Israel,1973,29.1,71.54,3.77,3137029,37445540316,Asia
Israel,1974,29.2,71.78,3.72,3239561,40006912003,Asia
Israel,1975,26.2,72.04,3.66,3336760,41334478728,Asia
Israel,1976,23.8,72.33,3.59,3427662,41878380069,Asia
Israel,1977,21.8,72.62,3.51,3513516,41875043567,Asia
Israel,1978,20.2,72.9,3.43,3594470,43894054771,Asia
Israel,1979,19,73.19,3.35,3671264,46652707737,Asia
Israel,1980,18,73.47,3.28,3744667,49858351835,Asia
Israel,1981,17.3,73.74,3.22,3815270,52424989128,Asia
Israel,1982,16.6,73.99,3.17,3883547,53373271440,Asia
Israel,1983,16,74.49,3.13,3950241,55247111456,Asia
Israel,1984,15.2,74.78,3.11,4016229,55746409835,Asia
Israel,1985,14.4,75.1,3.09,4082781,57668447133,Asia
Israel,1986,13.7,74.92,3.07,4148764,60431592244,Asia
Israel,1987,13.1,75.29,3.06,4215756,64775226074,Asia
Israel,1988,12.5,75.65,3.04,4290860,66086368112,Asia
Israel,1989,12.1,76.24,3.02,4383341,66660749912,Asia
Israel,1990,11.6,76.7,3,4499161,71217325346,Asia
Israel,1991,11.1,76.5,2.97,4641600,76700617160,Asia
Israel,1992,10.5,76.3,2.95,4806983,81017170729,Asia
Israel,1993,9.9,76.9,2.94,4985652,85519191328,Asia
Israel,1994,9.2,77.1,2.93,5163901,91447232751,Asia
Israel,1995,8.7,77.4,2.92,5331622,97416800093,Asia
Israel,1996,8.2,77.7,2.92,5486219,103000000000,Asia
Israel,1997,7.8,77.9,2.93,5630066,106000000000,Asia
Israel,1998,7.5,78.1,2.93,5764197,111000000000,Asia
Israel,1999,7.2,78.5,2.92,5891263,114000000000,Asia
Israel,2000,6.9,78.6,2.92,6013711,125000000000,Asia
Israel,2001,6.6,78.8,2.92,6129980,125000000000,Asia
Israel,2002,6.4,78.6,2.91,6240215,124000000000,Asia
Israel,2003,6.1,79.1,2.91,6350762,126000000000,Asia
Israel,2004,5.8,79.5,2.91,6470045,132000000000,Asia
Israel,2005,5.6,79.7,2.91,6603677,138000000000,Asia
Israel,2006,5.3,79.6,2.91,6754836,146000000000,Asia
Israel,2007,5.1,80.3,2.91,6920762,154000000000,Asia
Israel,2008,4.9,80.6,2.92,7093808,160000000000,Asia
Israel,2009,4.7,81,2.92,7262964,162000000000,Asia
Israel,2010,4.6,81.6,2.92,7420368,170000000000,Asia
Israel,2011,4.4,81.6,2.92,7563334,178000000000,Asia
Israel,2012,4.3,82.1,2.91,7694507,NA,Asia
Israel,2013,4.2,82,2.9,7817818,NA,Asia
Israel,2014,4.1,81.3,2.88,7939483,NA,Asia
Israel,2015,4,82.1,2.86,8064036,NA,Asia
Italy,1800,457.41,29.69,5.47,18822234,NA,Europe
Italy,1801,457.41,29.69,5.47,NA,NA,Europe
Italy,1802,457.41,29.69,5.47,NA,NA,Europe
Italy,1803,457.41,29.69,5.47,NA,NA,Europe
Italy,1804,457.41,29.69,5.47,NA,NA,Europe
Italy,1805,456.05,29.69,5.47,NA,NA,Europe
Italy,1806,456.05,29.69,5.47,NA,NA,Europe
Italy,1807,456.05,29.69,5.47,NA,NA,Europe
Italy,1808,456.05,29.69,5.47,NA,NA,Europe
Italy,1809,456.05,29.69,5.47,NA,NA,Europe
Italy,1810,456.05,29.69,5.47,19491674,NA,Europe
Italy,1811,456.05,29.69,5.47,NA,NA,Europe
Italy,1812,456.05,29.69,5.47,NA,NA,Europe
Italy,1813,456.05,29.69,5.47,NA,NA,Europe
Italy,1814,456.05,29.69,5.47,NA,NA,Europe
Italy,1815,454.69,29.69,5.47,NA,NA,Europe
Italy,1816,454.69,29.69,5.47,NA,NA,Europe
Italy,1817,454.69,29.69,5.47,NA,NA,Europe
Italy,1818,454.69,29.69,5.47,NA,NA,Europe
Italy,1819,454.69,29.69,5.47,NA,NA,Europe
Italy,1820,454.69,29.69,5.47,20341608,NA,Europe
Italy,1821,454.69,29.69,5.47,NA,NA,Europe
Italy,1822,454.69,29.69,5.47,NA,NA,Europe
Italy,1823,454.69,29.69,5.47,NA,NA,Europe
Italy,1824,454.69,29.69,5.47,NA,NA,Europe
Italy,1825,454.69,29.69,5.47,NA,NA,Europe
Italy,1826,453.33,29.69,5.47,NA,NA,Europe
Italy,1827,453.33,29.69,5.47,NA,NA,Europe
Italy,1828,453.33,29.69,5.47,NA,NA,Europe
Italy,1829,453.33,29.69,5.47,NA,NA,Europe
Italy,1830,453.33,29.69,5.47,21529667,NA,Europe
Italy,1831,453.33,29.69,5.47,NA,NA,Europe
Italy,1832,453.33,29.69,5.47,NA,NA,Europe
Italy,1833,453.33,29.69,5.47,NA,NA,Europe
Italy,1834,453.33,29.69,5.47,NA,NA,Europe
Italy,1835,453.33,29.69,5.47,NA,NA,Europe
Italy,1836,451.96,29.69,5.47,NA,NA,Europe
Italy,1837,451.96,29.69,5.47,NA,NA,Europe
Italy,1838,451.96,29.69,5.47,NA,NA,Europe
Italy,1839,451.96,29.69,5.47,NA,NA,Europe
Italy,1840,451.96,29.69,5.47,22956667,NA,Europe
Italy,1841,451.96,29.69,5.47,NA,NA,Europe
Italy,1842,451.96,29.69,5.47,NA,NA,Europe
Italy,1843,451.96,29.69,5.47,NA,NA,Europe
